"","EQD","Wadsworth","Northrop"
"1",0.0481685003312146,0.349003309669007,0.536013893857422
"2",0.0595654524980818,0.461200350950118,0.507227164927346
"3",0.0602189449966252,0.220542608398369,0.462772653687627
"4",0.526185092340714,0.628480142381629,0.542542418294636
