"","RMSE","Bias","Variance"
"1",2.7670714369983,2.41556149165141,1.82539781312893
"2",2.21184770442087,1.84964929647361,1.47401577916486
"3",2.52849330935484,2.44107468757757,0.435303391904057
"4",2.83785703749905,2.49888740308941,1.81261955106606
