"","thr","quantile","scale","shape","len"
"1",1.11122512742269,0.865,0.589602951418114,-0.169445470750215,2700
"2",0.921209468601742,0.82,0.652687363598136,-0.19339492255497,3600
"3",1.29227525488893,0.9,0.531650803418021,-0.13209881263273,2000
"4",1.03539516382026,0.85,0.582195824566403,-0.155922483552694,3000
"5",0.679348040986831,0.75,0.731330825046592,-0.213263215011823,5000
"6",1.02406083005662,0.845,0.588811263530509,-0.148050047045027,3100
"7",1.04604550324491,0.85,0.632321990304852,-0.196927351500445,3000
"8",0.911693450019131,0.815,0.630385494698722,-0.157950065996604,3700
"9",1.33302012637507,0.91,0.51262847174368,-0.127886280046482,1800
"10",1.27627952779366,0.9,0.521006606908986,-0.112361447902904,2000
"11",1.31483968556553,0.905,0.516007516095976,-0.147404941721254,1900
"12",1.27244081367189,0.895,0.538284905136446,-0.170448238634852,2100
"13",1.45176170151454,0.925,0.492712720382004,-0.128619099950026,1500
"14",1.20865959651618,0.885,0.536920291611632,-0.13257931004996,2300
"15",0.785007200033088,0.785,0.647493073244005,-0.171179906555089,4300
"16",1.65389438662223,0.95,0.445658274550714,-0.0833192963473208,1000
"17",1.1040741336971,0.86,0.570547056311869,-0.142332352097258,2800
"18",1.27550170206532,0.9,0.549064020297226,-0.175182672517755,2000
"19",1.0352236283759,0.85,0.576085813543423,-0.14362864487919,3000
"20",1.44979413765214,0.925,0.478838349886514,-0.113639070435986,1500
"21",1.05723437393867,0.85,0.609422915799769,-0.164452820550609,3000
"22",1.16811848993149,0.875,0.561986386507231,-0.161291229034311,2500
"23",1.10490038072309,0.865,0.564226069134266,-0.129548611038098,2700
"24",1.11653781106563,0.87,0.55656732214175,-0.111488522682585,2600
"25",1.39195992633862,0.92,0.501233235373023,-0.108612349851542,1600
"26",1.18839999629518,0.885,0.553743318006171,-0.180436449566384,2300
"27",0.957351262929381,0.835,0.615450639714512,-0.171563017616424,3300
"28",0.935059289016996,0.825,0.610335090961246,-0.153951857006276,3500
"29",1.36549982080032,0.915,0.509864775252484,-0.1368800199491,1700
"30",1.49253620690764,0.93,0.476100182826261,-0.0813117995863781,1400
"31",1.14367664949314,0.875,0.578235807530458,-0.17019054648822,2500
"32",1.5015534987325,0.93,0.479981842319323,-0.1159277943623,1400
"33",1.50350954502899,0.935,0.473396703377783,-0.131018218966574,1300
"34",1.33521129692271,0.91,0.520367674039281,-0.133962868156686,1800
"35",1.03303916899823,0.845,0.580839318574366,-0.136529618032807,3100
"36",0.982555541343341,0.835,0.605334598628254,-0.141226458748958,3300
"37",1.20517784761975,0.885,0.55413813955276,-0.140657646397256,2300
"38",0.925513110508362,0.82,0.605825555208533,-0.165203895993841,3600
"39",1.20381230139047,0.885,0.550219830650185,-0.138509581356593,2300
"40",1.2401760691314,0.89,0.550155837007601,-0.147220068400358,2200
"41",1.01725853644556,0.85,0.591305649491128,-0.163083957879548,3000
"42",1.26303049019127,0.895,0.544763916796701,-0.144148468365882,2100
"43",1.03372307713244,0.85,0.615782430666949,-0.184306519024247,3000
"44",1.10640579915469,0.865,0.592514593705609,-0.163831041083121,2700
"45",1.21972616412939,0.89,0.561412947365858,-0.137764984216421,2200
"46",1.03938314975662,0.85,0.607044484409541,-0.189102582556389,3000
"47",1.61378920316803,0.945,0.448176858665547,-0.10642947190399,1100
"48",1.00063726864572,0.84,0.627328409014657,-0.186742687710876,3200
"49",1.14598419018641,0.87,0.56676022462121,-0.166122292579448,2600
"50",0.84658251652119,0.8,0.639218647513007,-0.175361950320077,4000
"51",1.42976420433918,0.925,0.487031722286393,-0.109596200936154,1500
"52",1.41306869699308,0.92,0.48266260777453,-0.114730109205958,1600
"53",1.19543785372685,0.885,0.553073164555887,-0.162954026310009,2300
