"","thr","quantile","scale","shape","len"
"1",1.03363759483588,0.2,0.441822486230511,0.183419564076702,384
"2",0.970705874060513,0.15,0.511655577939327,0.100941064657962,408
"3",1.05578640646838,0.25,0.497656237166904,0.114658191362131,360
"4",0.967313934449339,0.15,0.514139444303732,0.0902982251020082,408
"5",0.965115978679387,0.15,0.540796298034983,0.0459617008939007,408
"6",1.06064528200748,0.25,0.500448749460354,0.163078859337326,360
"7",1.02607688388869,0.2,0.543993725255788,-0.0487943619860343,384
"8",0.966892792686122,0.15,0.584240315320337,-0.015330216090744,408
"9",1.01829272256682,0.2,0.539344516511343,0.0271117974686324,384
"10",1.02481939317163,0.2,0.485707923147839,0.172545398001075,384
"11",1.03383472178888,0.2,0.458101196257467,0.134086228345199,384
"12",1.05399094596073,0.25,0.497494525788267,0.0617633539870721,360
"13",1.01349472498013,0.2,0.508886880295892,0.144651416921451,384
"14",1.01711400942844,0.2,0.503002961387546,0.04520869077476,384
"15",1.13170589332635,0.35,0.583496693679194,-0.02101248269275,312
"16",1.01942202869924,0.2,0.496585621606559,0.115069289187098,384
"17",1.01674263607942,0.2,0.511884845559467,0.0894646939336824,384
"18",1.01884290022959,0.2,0.475812576118831,0.133675141914094,384
"19",1.01800621890811,0.2,0.56594680806104,0.00949278409245196,384
"20",1.01928243854915,0.2,0.530078584328911,0.146535057964707,384
"21",1.02091908462787,0.2,0.502629184400572,0.100951953727682,384
"22",1.02299158973424,0.2,0.390321730400838,0.275171410216515,384
"23",0.968799256678904,0.15,0.577326217732594,-0.0602641906969374,408
"24",1.05694156221325,0.25,0.490851713068214,0.14107726824304,360
"25",1.01999298910355,0.2,0.491857868962627,0.171535393555102,384
"26",0.958463891240535,0.15,0.561475231892204,0.0262624608510719,408
"27",1.09366546365245,0.3,0.593770944321242,0.0668337872038935,336
"28",1.01785224959898,0.2,0.55142631060071,0.0722527032489361,384
"29",1.04975903739665,0.25,0.493516852018845,0.119060357688469,360
"30",0.942572136427043,0.15,0.546656851171804,0.0973301562344664,408
"31",1.01268901094357,0.2,0.566901379514469,0.0253917241061234,384
"32",1.01439120815442,0.2,0.456810412961202,0.114583868324831,384
"33",1.02786870213383,0.2,0.443767957043672,0.22799209530842,384
"34",0.949374073289801,0.15,0.662236099443647,0.00750992715596545,408
"35",0.970938641112298,0.15,0.608628220555604,-0.00383382689058533,408
"36",1.02715993026307,0.2,0.566648885223882,0.0134362690884498,384
"37",1.01632554388661,0.2,0.446844549270821,0.19336380828088,384
"38",1.02008448419644,0.2,0.467123636602479,0.140964805221701,384
"39",1.10846898352164,0.35,0.533712528755163,0.0211434862983001,312
"40",1.02934353437953,0.2,0.468252650747157,0.176488622046045,384
"41",1.02947139147103,0.2,0.529928135412816,0.0918885123571042,384
"42",1.04786272191954,0.25,0.484891704089628,0.0719972884796839,360
"43",1.01521792496486,0.2,0.532349237601299,0.116150487056885,384
"44",1.02120656098004,0.2,0.461362284788087,0.161381163174993,384
"45",0.96909845941118,0.15,0.48972430500187,0.103117985147504,408
"46",0.967714097013231,0.15,0.573413526685161,0.0294207057310359,408
"47",1.0229095986441,0.2,0.62713810852851,-0.0073979304974465,384
"48",1.0609772570365,0.25,0.494425106460313,0.0841036332265217,360
"49",1.01678197424614,0.2,0.549005879880102,0.00763079129468255,384
"50",1.01207879173433,0.2,0.481416160009058,0.107625987332951,384
"51",1.01875357071892,0.2,0.475199630731021,0.101784498109589,384
"52",1.02145050544778,0.2,0.52168638678404,0.0202916404533204,384
"53",1.02281356565481,0.2,0.537389379293625,0.0908893291791315,384
"54",1.01461629746467,0.2,0.450783513615292,0.158970818130331,384
"55",1.01363383742994,0.2,0.495207458953657,0.139835851330229,384
"56",1.0796851954463,0.3,0.521951846905303,0.000925638616198362,336
"57",0.980009181832429,0.15,0.598685569534685,0.0530764765977632,408
"58",1.06393786049777,0.25,0.459334805999605,0.0839972317710398,360
"59",1.02221533735046,0.2,0.561274197105419,0.0163077046990444,384
"60",1.08047260405098,0.3,0.564223062206665,0.0613261477410825,336
"61",1.02991725074079,0.2,0.502986144780267,0.152539816503045,384
"62",1.02971847998692,0.2,0.483235519363976,0.125342657423554,384
"63",1.0193561829155,0.2,0.483543773393999,0.109799197520085,384
"64",1.01580580172176,0.2,0.536865185833773,0.0978070480604448,384
"65",1.01157330410452,0.2,0.487017602331752,0.168002369238302,384
"66",1.07388724973527,0.25,0.464055579249091,0.0911805201369383,360
"67",1.02589287926437,0.2,0.495627349475163,0.031139024143491,384
"68",0.920117926073726,0.15,0.645752341968731,0.0109770216772812,408
"69",1.03730782276832,0.2,0.489654385377561,0.130358911450738,384
"70",1.04975819924864,0.25,0.458444844903567,0.134023211084345,360
"71",1.05678241513446,0.25,0.47265361922688,0.121556293283961,360
"72",0.983111352007836,0.15,0.536251035333553,0.0379824619415811,408
"73",1.03459047859184,0.25,0.495052591843319,0.0891605442470466,360
"74",1.01374671090209,0.2,0.491319996300781,0.13877508936868,384
"75",1.03864458529157,0.2,0.497646223472204,0.118276245112299,384
"76",1.02841808179657,0.2,0.479685010373412,0.15574386528554,384
"77",1.01592188303449,0.2,0.472205520046061,0.103544656955875,384
"78",1.02303869027488,0.2,0.522045551425591,0.0423448702279786,384
"79",0.95706737448927,0.15,0.592749636783343,0.0431573924277484,408
"80",1.01760211659937,0.2,0.481076447464107,0.0946320136403021,384
"81",1.05567813440979,0.25,0.523306826409664,0.0392910464729026,360
"82",1.02734994454421,0.2,0.51917318152628,0.131485659976311,384
"83",1.02295816980697,0.2,0.575741983500787,0.00738072223664979,384
"84",1.23126194965854,0.4,0.441909905304808,0.099619114934078,288
"85",1.02084038788133,0.2,0.463881008460476,0.078340211454472,384
"86",1.02262456702583,0.2,0.504357185061097,0.0755346829818146,384
"87",1.01656815787607,0.2,0.54385509682544,0.00171388162285582,384
"88",1.05163893861967,0.25,0.497338692540866,0.0835581079982377,360
"89",0.957421389757656,0.15,0.593008552205827,-0.0176579569360503,408
"90",1.02019603009713,0.2,0.451323335434016,0.122972546020803,384
"91",1.0145531236738,0.2,0.462840096922772,0.180618619476686,384
"92",1.01506467156258,0.2,0.538773096982816,0.0834411045618857,384
"93",1.0609946046904,0.25,0.508462679684542,0.126806009909901,360
"94",1.02877993026966,0.2,0.543860877928499,0.0263079484340937,384
